爬取时间(__time),爬取链接(__url),职位(positionName),公司状况(company),发布时间(publish_time),学历(education),工作经验(JingYan),工资范围(salary),职位标签(position_label),职位描述(destription),工作地点(address),
"2017-11-07 17:37:31","https://www.lagou.com/jobs/1448499.html","C++/Php/Python/Nodejs开...","{""field"":""数据服务,企业服务"",""scale"":""<p class=\""financeOrg\"">DCM、贝塔斯曼(A轮)，君联资本、VMS Legend Investment Fund I、DCM、贝塔斯曼、光信资本(C轮)，君联资本，贝塔斯曼，DCM(B轮)</p>"",""homepage"":""500-2000人"",""companyFullName"":""上海优刻得信息科技有限公司"",""development_stage"":""D轮及以上""}","1509961050","本科及以上 /","经验1-3年 /","12k-24k","Node.js","<p>工作职责：<br>1. 负责大数据方向产品化工作<br>2. 负责产品运营管理平台建设<br>3. 负责产品运行数据收集、监控分析<br><br>任职资格：<br>1. 精通C++、Php、Python、Nodejs任意一门语言<br>2. 了解BS结构，有互联网开发经验<br>3. 积极主动，能够独立开展工作<br>4. 良好沟通表达能力</p>","上海/杨浦区/长阳路/ 隆昌路619号城市概念创意园区/",
"2017-11-07 17:37:29","https://www.lagou.com/jobs/3455363.html","python开发工程师(数据挖...","{""field"":""社交网络"",""scale"":""150-500人"",""homepage"":""http://www.immomo.com/"",""companyFullName"":""北京陌陌科技有限公司"",""development_stage"":""上市公司""}","1509961049","本科及以上 /","经验1-3年 /","15k-30k","Python/大数据/信息安全","<p>职位描述：</p><p>1、负责安全数据分析平台的设计与开发，包括数据采集与清洗、数据仓库建设、建模与跟踪等等，驱动安全运营的数据化；</p><p>2、深度挖掘安全事件，为安全工作发展方向提供数据支撑。</p><p>岗位要求：</p><p>1、本科以上学历,&nbsp;逻辑分析能力和学习能力良好；</p><p>2、具备1年以上python后端研发经验，精通python,&nbsp;高级需熟悉numpy、Scikit-Learn、gevent；</p><p>3、熟悉redis、mongo&nbsp;或其他NoSQL；</p><p>4、具备安全分析项目或了解安全攻防技术者优先。</p>","北京/朝阳区/望京/ 阜通东大街1号望京Soho塔2,B座20层/",
"2017-11-07 17:37:27","https://www.lagou.com/jobs/3114010.html","python爬虫--金融科技","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:27","https://www.lagou.com/jobs/3118058.html","python爬虫--fintech方向","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:25","https://www.lagou.com/jobs/3071379.html","python爬虫工程师--人工智能","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:24","https://www.lagou.com/jobs/3768647.html","Python爬虫工程师","{""field"":""电子商务,企业服务"",""scale"":""2000人以上"",""homepage"":""http://www.360.com"",""companyFullName"":""北京奇安信科技有限公司"",""development_stage"":""不需要融资""}","1510018500","本科及以上 /","经验3-5年 /","15k-30k","爬虫/Python/大数据/django/Java","<p>岗位职责：</p><p>1）. 负责相关的数据的抓取和清洗⼯工作</p><p>2）. 负责爬⾍虫架构的持续的性能优化</p><p>3）. 参与数据处理理平台的研发</p><p>4）. 参与部⻔门内部信息流平台的研发</p><p>岗位要求：</p><p>1）. 全职类⼯工作1-3（包含）年年开发经验</p><p>2）. 掌握Python基础开发，熟悉Tornado、Django、Flask其中任⼀一web框架，熟悉常</p><p>⽤用的基础⽹网络和解析类库</p><p>3）. 掌握常⽤用的爬⾍虫反作弊⽅方法</p><p>4）. 熟悉常⽤用的⼯工具如Redis、Mysql，Nginx等的基本原理理和使⽤用</p><p>5）. 熟悉linux环境下的开发环境</p><p>6）. 掌握gitlab的使⽤用</p><p>7）. 加分项:</p><p>7.1）. 前端开发经验（Html、Css、Javascript、jQuery、Angularjs等）</p><p>7.2）. 分布式开发相关经验</p><p>7.3）. ⼤大数据开发经验（Hadoop，Storm，Spark等）</p><p><br></p>","北京/朝阳区/酒仙桥/ 国际电子总部/360大厦/",
"2017-11-07 17:37:22","https://www.lagou.com/jobs/3127118.html","python爬虫--金融大数据方向","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:20","https://www.lagou.com/jobs/3047319.html","python爬虫工程师--金融领域","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","Java/爬虫/大数据/数据/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:18","https://www.lagou.com/jobs/3064640.html","python爬虫工程师--金融机...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","分布式/爬虫/大数据/数据/Python/全栈","<p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:17","https://www.lagou.com/jobs/3052416.html","python爬虫工程师--金融大...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","Java/爬虫/大数据/数据/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:16","https://www.lagou.com/jobs/3036670.html","python爬虫工程师--急寻","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","后端开发/Java/爬虫/大数据/数据/Python","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:13","https://www.lagou.com/jobs/3515332.html","python爬虫工程师--金融科...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","架构师/爬虫/服务器端/云计算/Python/自动化","<p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:12","https://www.lagou.com/jobs/3091142.html","python爬虫工程师--金融智能","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:10","https://www.lagou.com/jobs/3043205.html","python爬虫工程师--fintec...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","Java/爬虫/大数据/数据/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:08","https://www.lagou.com/jobs/2941969.html","python爬虫工程师","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","Java/爬虫/大数据/数据/Python/大数据","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座/",
"2017-11-07 17:37:06","https://www.lagou.com/jobs/3093742.html","python爬虫工程师--金融智...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:05","https://www.lagou.com/jobs/3122820.html","python爬虫工程师--金融大...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","爬虫/大数据/数据/服务器端/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:03","https://www.lagou.com/jobs/3040504.html","python爬虫工程师 -- 金融...","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","后端开发/Java/爬虫/大数据/数据/Python","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:02","https://www.lagou.com/jobs/3024750.html","急聘：python爬虫工程师","{""field"":""金融,企业服务"",""scale"":""50-150人"",""homepage"":""http://www.yuanshihui.com/"",""companyFullName"":""北京原始会投资管理有限公司"",""development_stage"":""不需要融资""}","1509465600","本科及以上 /","经验不限 /","15k-30k","Java/爬虫/大数据/数据/Python/全栈","<p>北京原始会投资管理有限公司（http://www.yuanshihui.com/）</p><p><br></p><p>岗位职责：</p><p>1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析工作；&nbsp;</p><p>2.负责网页信息和APP数据抽取、清洗、消重等工作，提升平台的抓取效率；</p><p>3.参与爬虫核心算法和策略优化，熟悉采集系统的调度策略；</p><p>4.实时监控爬虫的进度和警报反馈；</p><p>任职要求：</p><p>1.熟悉Linux系统，掌握Java 、Python、C++等语言；</p><p>2.了解多线程、多进程、网络通信编程相关知识，有分布式爬虫架构，数据挖掘经验；&nbsp;</p><p>3.掌握网页抓取原理及技术，了解基于Cookie的登录原理，熟悉基于正则表达式、XPath、CSS等网页信息抽取技术；</p><p>4.熟悉APP模拟及接口验签破解技术，了解APP用户授权访问机制，掌握Selenium，APP破解技术优先；</p><p>5.做过数据处理、ETL等相关工作优先。</p>","北京/朝阳区/三元桥/ 网信大厦A座12层/",
"2017-11-07 17:37:01","https://www.lagou.com/jobs/3258038.html","web/python全栈工程师","{""field"":""移动互联网,游戏"",""scale"":""150-500人"",""homepage"":""http://www.leyinetwork.com"",""companyFullName"":""深圳市乐易网络有限公司"",""development_stage"":""A轮""}","1510019700","本科及以上 /","经验3-5年 /","15k-30k","后端开发/python/web/Java","<p>工作职责：<br></p><p>1.加入一个专注、严苛、快速发展的团队，开发内部使用的数据分析平台及工具；</p><p>2.理解产品设计、推广、开发过程中产生的各种数据模型，设计并实现相应的存储、分析及报表模块；</p><p>3.在系统设计中遵循KISS原则，交付易于维护的代码，保证足够的测试覆盖率；</p><p>4.与内部和外部的数据源集成并提供完整的可视化方案；</p><p>5.从解决问题的角度，按需要快速学习新技术和新工具，并与团队分享。</p><p>6.不用加班。</p><p><br>任职资格：<br>1.拥有3年以上开发经验，熟练掌握html/css等技术，熟悉页面架构和布局，有Bootstrap或semantic UI或Element UI的使用经验；<br>2.精通javascript/typescript，ajax等网页开发技术，熟练掌握angular/react/vue三者中任一个；<br>3.有web server，RESTful service的开发经验；<br>4.有MySQL或PostgreSQL使用经验，能设计并优化较复杂的查询；<br>5.理解并认可 The Zen of Python；<br>6.乐于学习新技术，自学能力强；<br>7.有 d3.js 或 echarts 或 chart.js 等可视化报表工具的经验为佳；<br>8.善于思考，能敏锐地发现问题并从根源上解决问题。<br></p>","深圳/南山区/ 深圳南山区高新技术园中区科苑大道 讯美科技广场2号楼20层/",
